ID,Genero,Casado,Edad,Graduado,Experiencia_laboral,Gastoscore,Family_Size,Generacion,Ingresos_anuales_brutos,Digital_encuesta,Gasto_medio_mensual_cuota,Abandono,Dias_cliente,Profesion_Adminin/Servicios,Profesion_Arte,Profesion_Empresa/Finanzas,Profesion_Otros,Profesion_Salud,Profesion_Tecnico/Ing,Zona_Centro,Zona_Este,Zona_Islas,Zona_Norte,Zona_Sur,Campanna_0,Campanna_1,Campanna_3,Campanna_4,Campanna_5,cluster,PC1,PC2
CLI4444,0,1,58,1,2,1,3,1,77493,1267,2,0,572,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,-1.7447887275560925,-0.0059605808647767
CLI4445,1,1,39,1,1,0,5,2,30877,1905,0,0,536,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,4,1.889800540125538,0.5439694106120863
CLI4446,0,1,32,1,1,1,2,2,19129,1261,0,0,413,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1.3116461495694547,0.2025376902281928
CLI4447,0,1,34,1,1,0,1,2,25859,1767,0,1,288,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,1.6127263384233277,-1.162612222537376
CLI4448,1,1,42,1,2,0,4,2,85780,1836,0,1,247,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0.5436214462160568,0.0270611996583925
CLI4449,1,0,24,0,0,0,8,3,22317,2582,0,1,296,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4.092164781929716,1.692429818704047
CLI445,0,1,79,0,2,0,3,0,24569,1678,0,0,299,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,-1.057338486326905,0.1888940913354802
CLI4450,0,1,63,1,2,1,3,1,117990,1267,2,0,260,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,-2.2841316761106385,-0.0511275914519816
CLI4451,0,1,46,0,2,1,6,1,21172,1228,0,0,203,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.2034183086935626,2.289191692278223
CLI4452,1,0,86,1,2,0,1,0,57709,857,1,1,194,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,-2.4514956470512588,-0.936013456449665
CLI4453,0,1,85,1,2,2,2,0,72934,1541,1,0,256,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,-2.9068582570995862,0.9569636186100684
CLI4454,1,1,87,1,2,2,2,0,72328,1072,1,0,458,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,-3.134551755128749,0.9917889274371972
CLI4455,1,1,58,1,2,2,4,1,99628,1306,2,0,299,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,-2.180529418272909,1.2725522611615845
CLI4456,0,1,46,1,2,0,2,1,81892,1619,1,1,165,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,-0.753859780222056,-0.9936521098114616
CLI4457,0,0,79,1,2,0,2,0,91361,1756,1,0,289,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,-2.2161956311920528,-0.8705435486221933
CLI4458,1,1,78,0,2,1,2,1,111170,1482,3,1,208,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,-2.959758667396543,-0.7354632337825312
CLI4459,0,0,28,0,0,0,1,2,21306,995,0,1,113,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4,2.104716023929663,-1.0050772647607311
CLI446,1,1,52,1,2,0,3,1,36616,974,0,1,349,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-0.1936226315098862,0.0518005988659977
CLI4460,1,1,81,1,2,2,2,0,42347,1248,1,0,33,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,-2.571371159901863,1.207117737247794
CLI4461,1,1,67,1,2,0,3,1,66085,642,2,0,127,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,-1.707618381325778,-0.4704572212693935
CLI4462,1,1,53,1,2,1,3,1,123436,1619,2,0,310,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,-1.9731950392715636,-0.2073095545832628
CLI4463,0,0,31,0,0,0,4,2,20263,755,0,0,80,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2.2711393159852578,0.4363961962348701
CLI4464,0,1,47,1,2,1,2,1,89963,1287,1,0,547,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3,-1.3459898284173697,-0.2575274032372061
CLI4465,0,0,20,0,0,0,3,3,12690,1512,0,1,101,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3.390200138301595,-0.2776955673080932
CLI4466,1,1,90,1,2,2,2,0,34549,1756,0,1,337,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,-2.179035925504545,1.3781494005547386
CLI4467,1,1,44,1,2,0,1,1,71626,709,1,0,465,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,-1.052599196353233,-1.3361541395278482
CLI4468,1,0,35,0,1,0,3,2,29254,1307,0,0,208,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1.5975368012671785,-0.1442821917452973
CLI4469,1,0,30,1,0,0,4,2,30536,1652,0,0,393,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.493066528967056,0.1007373451308901
CLI447,1,1,50,1,2,1,2,1,36771,955,1,0,216,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,-0.94399033961125,0.1677036928831628
CLI4471,0,0,23,0,0,0,2,3,13949,2409,0,0,352,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.5113773726439463,-0.9893465680124632
CLI4472,0,0,31,0,0,0,2,2,21691,1698,0,1,312,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,2.3770549332776203,-0.7468926241523169
CLI4473,1,1,47,1,2,1,3,1,53237,661,0,1,305,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,-0.6968166840625335,0.8673942754920594
CLI4474,0,1,42,0,2,1,5,2,66714,1422,0,1,150,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.3755597030369593,1.5135044037173693
CLI4475,1,1,69,1,2,1,4,1,53494,622,0,0,42,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-1.1284573432074096,1.519601721413789
CLI4476,1,1,28,1,0,1,2,2,23901,165,0,0,278,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1.5324456071378278,0.3790942922066106
CLI4477,1,1,45,1,2,1,3,1,124803,1905,4,0,421,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,-2.4173738441831123,-0.9497879976511776
CLI4478,1,0,30,1,0,0,1,2,26012,1031,0,0,293,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4,2.006393575914976,-1.0859572479827575
CLI4479,1,1,41,1,1,1,3,2,129355,156,4,0,526,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,-1.852583795261415,-0.8106046143506443
CLI448,0,0,44,0,2,0,5,1,102801,1123,0,1,235,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,-0.4425265305564546,0.6474664893144414
CLI4480,0,1,63,0,2,0,1,1,27355,837,0,0,134,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,-0.60739756666046,-0.6659472069332045
CLI4481,1,1,95,1,2,0,1,0,42594,857,1,0,234,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,-2.5102025867333437,-0.8434198179952062
CLI4482,1,1,62,0,2,2,8,1,74941,798,0,0,362,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-1.0605621721392902,3.901018059967696
CLI4483,0,0,30,1,0,0,1,2,27376,1054,0,0,474,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4,1.9881583949715464,-1.159150792567593
CLI4484,1,1,77,0,2,2,2,1,104015,115,3,1,158,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,-3.689890355538597,0.4128577968571795
CLI4485,0,0,24,0,0,0,4,3,13177,1685,0,0,51,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.4589090518605503,0.1760528131227002
CLI4486,1,1,39,1,1,2,2,2,18163,1031,0,0,355,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0.7373264516158421,1.1372904951468592
CLI4487,1,0,34,0,1,0,2,2,26782,709,0,0,318,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.3171630625809514,-0.5122252647677522
CLI4488,1,1,44,1,2,1,4,1,27272,1698,0,0,218,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0.1482728443412098,1.245616366032245
CLI4489,0,1,47,1,2,0,2,1,123902,974,1,0,43,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,-1.4612719009452653,-1.001297400767209
CLI449,0,0,40,1,1,0,1,2,34665,1307,0,1,189,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4,1.2088198179743033,-1.0480545589169268
CLI4490,0,1,42,0,2,0,2,2,40747,1054,0,0,548,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4,0.5142464891995235,-0.6358654124987341
CLI4491,1,1,92,1,2,0,1,0,99147,1756,1,0,202,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,-2.716504388057308,-1.2700592113054043
CLI4492,0,0,31,0,0,0,4,2,23795,732,0,0,531,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,2.194782376229873,0.269382774310319
CLI4493,0,0,43,0,2,0,1,2,27599,801,0,0,258,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4,0.4535357035590383,-0.8782879531010688
CLI4494,0,0,53,1,2,0,1,1,91886,1209,1,0,264,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,-1.2944464715738522,-1.412996350515928
CLI4495,0,1,45,1,2,1,2,1,107721,1468,1,1,242,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,-1.4027080707131747,-0.274003824033569
CLI4496,0,0,32,0,1,0,3,2,24021,1997,0,1,262,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1.9770178776207312,-0.2908331269969229
CLI4497,1,1,50,0,2,1,3,1,86156,1639,0,0,263,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.7642307333441147,0.5583944843774923
CLI4498,0,1,50,1,2,2,5,1,87250,1346,0,0,373,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,-1.0147856784219005,2.3162911390019074
CLI4499,0,0,45,1,2,0,2,1,107503,133,1,1,104,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3,-1.5478648211119868,-0.7933049159353677
CLI45,0,1,54,1,2,0,2,1,53294,896,1,1,389,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,-0.9198775909833788,-0.7672354109170636
CLI450,0,0,46,1,2,0,1,1,63045,779,1,0,289,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,-0.9712946020881909,-1.2427401334807755
CLI4500,0,1,31,0,0,2,3,2,30339,1491,0,1,331,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,1.6442064904032916,1.370963015809777
CLI4502,0,1,76,1,2,2,2,1,33377,1346,0,0,580,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-1.3942643075843886,1.23217653276231
CLI4503,1,1,58,1,2,1,3,1,60281,876,2,0,165,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,-1.6753567001692913,0.2874211364471281
CLI4505,0,1,89,1,2,2,2,0,112172,994,1,0,590,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,-3.651545490638817,0.7975334381825188
CLI4506,1,1,53,1,2,1,5,1,50048,1287,0,0,494,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,-0.3818617853585526,1.6282079664488702
CLI4507,0,1,50,1,2,1,2,1,96072,1189,1,0,337,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,-1.5073637151218198,-0.1782627863595095
CLI4508,0,1,31,0,0,1,2,2,31191,1744,0,0,159,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4,1.9678668161018065,0.0887883995653587
CLI4509,1,1,63,0,2,2,3,1,93004,1697,0,0,235,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,-1.4656673164288554,1.418833493471586
CLI451,1,0,33,0,1,0,4,2,20360,985,0,1,160,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,1.7322179408452811,0.4205946686176051
CLI4510,1,1,56,1,2,2,3,1,66514,1052,2,0,434,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,-1.980520651836295,0.956230523380311
CLI4511,1,0,30,0,0,0,3,2,26812,939,0,0,477,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4,2.16134133408918,-0.225397998707859
CLI4512,0,0,30,1,0,0,3,2,25551,663,0,0,590,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,2.066222728506533,-0.2042750150142669
CLI4513,1,1,33,1,1,2,2,2,30091,133,0,0,56,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.4447674551354332,1.3401318091822083
CLI4514,0,0,23,0,0,0,4,3,21211,2409,0,0,482,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.6337718611454193,-0.156414292034407
CLI4515,1,0,42,1,2,0,2,2,76607,1859,1,0,111,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,0.0896322330579722,-1.1025826603031128
CLI4516,1,1,63,0,2,2,3,1,128038,818,4,0,164,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,-3.60689464217601,0.2556429853854289
CLI4517,0,1,86,1,2,2,2,0,42803,915,1,1,227,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,-2.833277620944453,1.226700341947926
CLI4518,0,1,51,1,2,1,3,1,59678,837,2,0,300,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,-1.5213032711429495,0.2192877603467763
CLI4519,1,1,83,0,2,2,2,0,126835,1639,3,0,247,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,-4.126602009307313,0.0923718294136033
CLI452,0,0,32,1,1,0,4,2,27906,916,0,1,236,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1.6446706642798103,0.3706529061014786
CLI4520,0,1,43,1,2,0,1,2,111838,893,1,0,524,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,-0.8022981511812494,-1.6571489074667405
CLI4522,0,1,57,1,2,0,1,1,41056,1267,1,0,220,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3,-0.8181398074494893,-1.170338648502998
CLI4523,0,0,28,0,0,0,3,2,20941,2409,0,1,315,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2.823871717173877,-0.4446622181126063
CLI4524,0,1,41,1,1,1,3,2,121346,893,4,0,548,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,-1.496897841072002,-0.9297441561513292
CLI4525,1,1,34,1,1,0,2,2,25991,1307,0,0,397,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1.5400144950657928,-0.6548708808842543
CLI4526,0,0,20,0,0,0,4,3,17560,2754,0,1,255,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.888025034726136,-0.1440033925394134
CLI4527,1,0,40,1,1,0,2,2,50583,11,1,0,271,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,4,0.2992119042382804,-0.7360958227270638
CLI4528,0,1,65,1,2,2,5,1,102833,1619,0,0,458,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-1.4545759015215969,2.2329472673554887
CLI4529,1,1,43,1,2,1,2,2,63655,732,1,1,213,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,-0.5485146782045796,-0.0203159072977669
CLI453,1,0,31,1,0,0,5,2,22200,2066,0,0,87,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2.8356961380735446,0.6200553430014233
CLI4531,0,0,28,1,0,0,1,2,31957,995,0,0,399,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,1.9706879809366529,-1.1504208319691442
CLI4532,0,1,52,0,2,0,1,1,21162,1209,0,1,312,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,-0.1472959046487231,-0.8244159284437882
CLI4533,1,1,35,1,1,0,2,2,27829,1652,0,0,185,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4,1.6363522631498957,-0.6533696377263476
CLI4534,0,1,42,0,2,1,2,2,100404,1905,3,0,370,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,-1.223512190500568,-1.0767829229050443
CLI4535,1,1,57,1,2,1,4,1,106779,117,2,1,152,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,-2.3267998830825865,0.6908427063749151
CLI4536,1,0,23,0,0,0,6,3,15504,2754,0,0,69,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4.05883320796842,0.8524724110961449
CLI4537,1,1,77,0,2,0,1,1,75459,779,3,0,138,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,-2.5739396472067946,-1.708896688208358
CLI4538,1,0,34,0,1,0,4,2,22856,1031,0,0,567,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,1.670899219216306,0.2641588696235802
CLI4539,0,0,25,0,0,0,4,3,19720,1029,0,0,574,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3.088503839995262,0.1012124363541594
CLI4540,1,0,36,0,1,0,3,2,19430,1974,0,1,301,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.918085642289287,-0.2617047840887141
CLI4541,1,1,41,1,1,2,2,2,33602,1537,0,0,81,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.7253708939465223,1.0737600105192235
CLI4542,0,1,85,1,2,2,2,0,114556,857,1,1,193,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,-3.603885748832425,0.9337744697751872
CLI4543,0,1,46,1,2,0,2,1,94837,1033,1,0,197,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,-1.111056570167963,-0.9446370888105856
CLI4544,1,1,80,1,2,1,3,0,26142,779,0,0,212,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,-1.756417212603426,1.2282778038104418
CLI4545,0,1,44,1,2,1,6,1,71764,1606,0,0,450,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,-0.172436177688866,1.8997548866731115
CLI4546,0,0,36,1,1,0,3,2,23886,1123,0,1,387,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,1.5518607529967108,-0.1419140236439356
CLI4547,1,0,20,0,0,0,3,3,15447,2375,0,1,399,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3.657523193766584,-0.5642273500821736
CLI4549,0,1,47,1,2,0,2,1,41245,1091,1,1,341,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,-0.5440935187264527,-0.7687067984981311
CLI455,1,1,94,0,2,0,1,0,87619,1248,3,1,124,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,-3.544146891877231,-1.6881001135352682
CLI4552,1,1,65,1,2,0,2,1,28897,1346,0,1,110,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,-0.3796941127884842,-0.3015560006241362
CLI4553,0,0,35,0,1,0,4,2,31320,732,0,0,110,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1.475338488734138,0.4495973292532702
CLI4554,0,0,46,0,2,0,1,1,28254,1052,0,0,405,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,-0.1413953958270936,-0.8834678661583987
CLI4555,0,1,51,1,2,0,1,1,66695,583,1,1,193,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,-1.1983444614242649,-1.1637662316486157
CLI4556,1,1,58,1,2,0,3,1,29355,622,0,0,532,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,-0.4027172466287622,0.1170199169273575
CLI4557,1,1,45,1,2,1,3,1,27301,1928,0,0,92,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.1115475756524371,0.793256709187001
CLI4558,1,0,23,0,0,0,3,3,14541,3065,0,1,229,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3.8586200030484457,-0.6247801529589302
CLI4559,1,1,68,0,2,2,2,1,115713,1287,3,0,460,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,-3.1865707264091823,-0.0160334635189852
CLI456,0,1,44,1,2,1,2,1,53091,1169,1,0,480,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,-0.9129712794377086,-0.0643222779627937
CLI4560,1,0,34,0,1,0,1,2,26908,1974,0,0,351,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1.6732126981458308,-1.230086971903258
CLI4561,0,0,64,1,2,0,1,1,60523,1013,1,1,345,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,-1.30087417867152,-1.2160520685319054
CLI4562,1,1,40,1,1,0,1,2,105076,1859,1,0,563,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0.2642565231751913,-1.895580765016033
CLI4563,0,0,31,1,0,0,2,2,30121,1031,0,0,71,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,4,2.0569416176880124,-0.5676115129752756
CLI4564,0,1,52,1,2,1,4,1,89349,1306,2,1,194,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,-1.5826794125254695,0.4933051028508187
CLI4565,0,0,40,0,1,0,1,2,24810,1698,0,1,133,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,4,1.4626051241253977,-1.0634668375398455
CLI4566,1,0,40,1,1,0,1,2,85594,1997,1,0,181,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0.5507652384966579,-1.7060154411917554
CLI4569,1,1,54,1,2,1,2,1,101752,1111,1,0,308,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,-1.6930760824841613,-0.1592750470971063
CLI457,0,1,57,1,2,1,2,1,53769,1697,1,0,382,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,-1.0371323249504631,-0.0792127030584805
CLI4570,1,0,36,0,1,0,5,2,29223,1445,0,1,142,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1.8379772940604424,0.7653658224255718
CLI4571,0,1,54,1,2,1,2,1,109262,642,1,0,302,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,-1.9460474368841736,-0.0967137003800487
CLI4573,1,1,88,1,2,0,1,0,86190,1072,1,1,332,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,-2.7384538634574653,-1.141154061236019
CLI4574,1,0,40,1,1,0,4,2,22492,686,0,1,369,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1.414894640897921,0.4300160620226705
CLI4575,1,0,29,0,0,0,1,2,29458,2547,0,1,308,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,4,2.5489975298113428,-1.4116095085970497
CLI4576,0,1,50,0,2,0,1,1,51782,818,0,1,162,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3,-0.5632796098475094,-0.8369060852493851
CLI4577,0,1,45,1,2,1,4,1,63835,663,0,0,548,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,-0.673173243234281,1.1824712213935182
CLI4579,1,1,58,1,2,1,4,1,109816,1209,2,0,296,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,-1.992691673366396,0.415515552668083
CLI458,1,1,52,1,2,0,1,1,82303,1326,1,0,402,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,-1.1325693610397811,-1.4469346549084905
CLI4580,1,1,45,1,2,2,2,1,23006,1284,0,0,35,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-0.5128042942215395,1.3378265088919588
CLI4581,1,1,47,0,2,0,4,1,123399,115,4,0,298,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,-2.6617437914234405,-0.9149862523734976
CLI4582,0,1,56,1,2,1,2,1,41833,798,1,0,65,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,-1.1927621447337715,0.2563876362199295
CLI4583,1,1,50,1,2,1,6,1,50614,622,0,0,514,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,-0.4554741428774743,2.19199440946034
CLI4584,1,1,55,1,2,2,3,1,85701,681,2,0,593,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,-2.3102780332005546,0.8869212964998152
CLI4585,1,1,63,1,2,1,4,1,21024,837,0,0,384,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,-0.5745864811247651,1.4722937106452034
CLI4586,1,1,77,1,2,2,2,1,70538,1424,1,0,31,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,-2.1168136662234853,0.947462952687126
CLI4587,0,1,65,0,2,0,3,1,31872,1561,0,0,156,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-0.2312323960178489,0.081660229455842
CLI4588,1,1,92,1,2,0,1,0,110369,759,1,0,66,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,-3.1948604321733973,-1.0737694309984922
CLI4589,0,0,33,1,1,0,5,2,31914,847,0,1,328,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,1.650292534777391,0.7943583236591657
CLI459,1,0,29,0,0,0,6,2,25764,1374,0,0,301,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.6825764966037475,1.11350534193199
CLI4591,1,0,44,1,2,0,1,1,29316,985,0,0,175,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,-0.11353338485909,-0.8041680988449847
CLI4592,1,1,81,0,2,0,1,0,51938,896,0,1,341,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,-1.9013998374902856,-0.6897488141805252
CLI4593,1,0,36,0,1,0,3,2,29723,1767,0,0,209,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1.736855646642775,-0.2334519535292835
CLI4594,0,1,69,1,2,0,1,1,100946,1737,1,0,266,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,-1.5890175231090142,-1.4853417610731388
CLI4595,1,1,45,1,2,2,5,1,71847,1698,0,0,567,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-0.6098326373002312,2.2234523751541246
CLI4596,0,1,66,0,2,1,3,1,115576,583,0,0,414,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,-1.870223548726356,0.6604444778315581
CLI4597,1,1,68,1,2,1,1,1,123568,1072,1,1,252,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,-2.38585813528852,-0.6181995580673878
CLI4598,1,0,34,1,1,0,4,2,31433,847,0,1,374,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,4,1.5233242343935924,0.330288581482416
CLI4599,0,1,31,1,0,1,2,2,27465,1859,0,1,239,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4,2.045101024256795,0.0544301658934731
CLI46,1,1,44,0,2,0,1,1,25196,1629,0,1,265,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,3,0.1614785108012797,-0.9452954825566692
